Date,.TRXFLDUSPA1,.TRXFLDUSPC1,.TRXFLDUSPE1,.TRXFLDUSPE2,.TRXFLDUSPF1,.TRXFLDUSPF3,.TRXFLDUSPF4,.TRXFLDUSPF6,.TRXFLDUSPH1,.TRXFLDUSPH2,.TRXFLDUSPI1,.TRXFLDUSPI2,.TRXFLDUSPI3,.TRXFLDUSPI4,.TRXFLDUSPM1,.TRXFLDUSPM2,.TRXFLDUSPM3,.TRXFLDUSPN1,.TRXFLDUSPN2,.TRXFLDUSPN3,.TRXFLDUSPT1,.TRXFLDUSPT2,.TRXFLDUSPT3,.TRXFLDUSPU1,.TRXFLDUSPY1,.TRXFLDUSPY2,.TRXFLDUSPY3,.TRXFLDUSPY4
2021-06-09,109.54,105.24,198.67,304,201.72,133.74,379.38,100.1,1100.62,307.92,684.1,550.96,124.76,932.69,148.18,424.71,365,356.2,126.41,130.23,545.19,183.43,99.43,352.61,290.35,648.04,400.33,672.26
2021-06-10,110.68,105.72,198.33,307.7,199.06,133.07,381.64,99.28,1115.77,313.69,680.26,551.63,123.69,928,147.36,422.34,363.31,357.45,127.16,131.56,546.17,185.78,99.78,354.96,291.1,639.67,400.41,678.11
2021-06-11,111.23,105.87,197.99,310.56,200.39,133.7,379.96,98.77,1114.85,310.62,680.99,556.2,124.11,934.54,147.77,424.76,367.35,358.14,126.86,132.14,550.26,186.53,100.02,356.16,292,650.24,403.22,681.36
2021-06-14,110.51,105.56,197.03,308.98,197.83,132.89,381.15,97.38,1116.78,310.43,677.3,558.06,122.84,929.57,146.24,414.85,361.89,357.07,126.8,131.34,557.93,188.14,100.61,356.37,292.36,643.28,403.25,683.73
2021-06-15,109.87,105.77,201.06,299.01,198.52,133.81,376.89,97.13,1117.3,307.96,680.46,559.2,122.86,934.7,146.46,408.93,364.07,355.81,126.58,130.74,554.08,186.67,100.29,357.47,287.52,641.38,400.53,681.84
2021-06-16,109.25,104.86,200.32,309.23,199.14,132.48,374.14,100.13,1113.68,306.79,674.32,554.31,121.88,927.84,144.88,403.76,359.88,352.12,125.02,128.37,553.03,185.57,99.32,352.39,288.52,635.42,399.07,683.09
2021-06-17,108.59,104.79,192.95,321.88,192.46,128.38,374.21,99.44,1127.14,307.95,661.88,556.96,119.91,911.91,142.54,383.61,352.13,351.79,125.93,128.42,558.5,188.19,100.31,353.87,288.83,631.73,397.93,690.46
2021-06-18,107.64,103.93,187.65,319.43,187.31,125.31,368.24,95.84,1113.7,304.59,653.49,548.86,117.84,901.51,139.87,377.03,347.72,345.75,124.12,125.88,549.61,187.37,99.16,344.32,288.27,629.6,392.55,687.43
2021-06-21,109.91,104.95,195.72,317.22,192.4,128.18,375.41,94.67,1131.33,307.71,668.87,558.11,119.78,918.91,142.78,385.62,353.97,349.65,125.18,127.95,554.97,188.94,100.31,349.3,289.51,639.57,398.42,689.75
2021-06-22,108.03,105.12,196.92,329.38,192.47,128.15,373.62,93.39,1137.79,307.23,669.59,561.63,119.62,922.68,143.16,387.47,356.11,350.04,125.16,128.28,560.05,190.9,100.54,346.78,290.87,648.18,399.83,700.21
2021-06-23,108.59,104.47,197.59,336.1,193.53,128.25,372.87,94.67,1136.72,305.16,669.97,559.55,118.61,919.82,141.73,390.49,354,347.53,124.89,127.65,560.17,190.97,100.17,343.28,301.84,647.33,399,700.58
2021-06-24,110.67,105.23,199.39,334.34,196.07,129.51,372.43,95.19,1138.33,308.9,676.15,567.8,119.36,923.89,141.8,396.83,355.47,348.73,125.38,128.01,563.84,192.41,100.66,343.22,308.9,651.62,402.06,696.73
2021-06-25,109.67,105.63,200.26,336.45,198.4,131.38,374.84,94.88,1145.11,309.96,678.58,568.87,120.25,923.09,141.8,394.35,357.46,350.45,127.21,129.02,562.61,192.36,100.9,347.15,307.04,679.24,404.11,694.03
2021-06-28,108.43,105.27,193.45,357.84,196.57,129.56,373.79,95.14,1150.72,309.84,674.67,567.11,119.57,915.07,141.95,390.38,356.04,350.34,127.34,128.56,572.31,193.96,99.39,349.13,310.26,677.76,399.65,698.73
2021-06-29,108.34,104.76,192.52,354.69,195.58,129.75,372.21,94.59,1150.43,309.84,671.57,567.2,119.58,915.91,141.94,390.75,355.06,348.65,126.95,127.74,576.89,194.4,98.75,343.45,308.57,684.19,397.53,700.84
2021-06-30,107.69,105.07,195.14,349.22,196.54,129.66,370.04,95.21,1144.56,310.87,676.99,566.34,120.83,919.79,142.23,393.24,357.11,350.92,127.41,129.99,578.19,193.01,98.45,342.98,308.24,683.46,400.83,700.82
2021-07-01,109.14,105.69,198.46,347.26,197.99,131.16,371.25,94.38,1154.45,314,679.68,569.43,121.5,930.87,143.35,394.32,358.97,350.78,127.59,128.19,576.46,193.79,99.65,346.75,308.14,692.3,403.46,702.42
2021-07-02,110.23,106.3,197.8,346.95,197.36,130.85,372.33,93.72,1161.8,315.28,680.34,570.88,121.32,933.05,143.55,394.6,357.77,351.05,128.04,128.38,583.48,196.17,100.85,346.98,308.19,692.79,404.79,711.94
2021-07-05,110.23,106.35,197.8,346.95,197.36,130.85,372.33,88,1161.8,315.28,680.81,570.88,121.32,933.05,143.55,394.6,357.77,351.05,128.26,128.38,583.48,196.17,100.85,346.98,308.19,692.79,404.79,711.94
2021-07-06,108.61,106.06,191.44,348.98,193.53,129.33,374.85,86.55,1163.92,313.17,674.56,570.48,119.86,924.8,141.25,386.72,353.45,348.51,128.52,127.28,586.14,197.05,100.49,348.11,300.09,686.64,399.76,726.68
2021-07-07,108.02,106.4,188.15,334.97,193.16,129.85,375.46,85.48,1169.31,312.94,680.06,573.61,120.86,932.6,142.74,391.33,358.08,349.85,129.44,127.1,587.41,197.37,100.78,350.18,294.54,690.09,397.5,730.07
2021-07-08,105.87,104.88,187.54,330.44,189.33,126.71,374.1,85.9,1162.28,312.92,673.81,565.6,119.27,905.46,140.65,382.63,357.34,348.31,128.87,126.68,580.99,195.52,99.06,348.81,295.64,680.61,395.16,730.62
2021-07-09,108.13,105.29,191.43,335.09,195.55,129.71,380.34,86.53,1167.9,314.35,684.57,572.73,121.85,923.56,143.59,395.38,361.39,350.42,129.21,128.05,589.09,197.09,99.83,349.81,300.16,688.35,401.61,734.77
2021-07-12,109.04,105.07,191.02,338.72,198.11,130.29,383.44,86.27,1171.07,313.85,685.96,572.77,121.67,922.05,144.26,395.57,361.45,349.73,129.46,127.78,590.42,196.95,99.93,350.64,309,689.67,404.79,734.89
2021-07-13,108.44,104.55,189.44,331.42,195.42,128.53,377.32,84.33,1166.12,312.52,677.46,569.12,121.13,912.74,142.89,389.19,357.59,349.25,129.11,127.27,590.07,197.68,100.29,347.75,302.8,680.94,400.8,726.94
2021-07-14,106.59,104.48,183.78,310.19,194.1,128.4,379.54,81.33,1156.12,311.78,673.36,568.39,121.46,913.13,142.85,385.65,357.32,352.18,130.1,127.63,595.15,197.58,101.06,350.28,297.53,678.53,398.67,728.09
2021-07-15,105.8,104.81,180.97,303.86,195.02,129.01,380.15,80.71,1155.11,310.61,672.85,568.19,122.22,914.85,143.05,385.52,354.87,353.44,130.89,127.52,587.67,196.21,101.18,354.26,295.58,675.12,397.28,723.38
2021-07-16,105.8,104.82,175.9,298.04,191.32,128.64,380.05,79.92,1158.5,312.2,665.97,569.52,121.04,901.53,141.03,374.07,350.93,352.75,131.89,127.25,577.31,195.76,100.87,357.4,291.13,667.06,390.98,715.06
2021-07-19,106.1,103.4,169.6,299.54,185.5,125.04,373.09,79.88,1144.92,311.53,651.01,558.35,118.19,888.54,138.06,364.48,344,350.37,131.43,126.96,570.35,193.37,97.18,351.27,289.71,661.57,381.68,709.56
2021-07-20,107.59,103.7,172.3,310.13,190.59,127.83,381.87,80.83,1164.06,314.55,671.8,572.5,121.05,903.66,139.86,371.15,346.59,350.95,131.05,128.37,580.8,196.09,98.9,353.28,297.6,678.78,390.85,719.08
2021-07-21,107.67,103.93,178.5,324.16,194.54,129.31,382.31,81.37,1166.37,316.24,680.29,578.58,122.31,912.63,141.35,380.09,346.81,351.55,130.37,128.39,587.55,197.75,99.7,349.87,297.51,687.29,398.2,722.56
2021-07-22,106.38,104.07,176.37,319.1,192.12,128.34,378.89,80.99,1173.46,317.02,675.71,577.63,121.35,915.46,141.38,378.99,343.02,350.54,129.69,127.89,588.39,199.72,100.01,350.16,293.73,686.73,397.91,728.44
2021-07-23,106.43,104.34,175.5,311.96,192.44,128.84,382,81.24,1184.85,320.24,680.03,583.3,121.32,917.21,142.6,381.8,342.25,353.83,131.65,128.88,593.16,203.8,101.58,354.61,292.74,699.4,401.95,735.78
2021-07-26,105.07,104.52,180.03,310.08,193.83,129.56,382.02,81.56,1175.56,317.39,680.04,580.97,121.71,918.8,143.45,388.86,346.7,354.44,132.05,129.28,593.79,203.91,101.61,354.29,297.87,698.3,406.33,739.65
2021-07-27,104.76,104.62,177.77,304.63,193.41,129.89,384.1,79.19,1182.15,317.1,679.65,580.26,122.36,893.67,143.26,389.04,348.12,355.11,132.16,129.42,585.13,201.65,102.39,360.1,292.81,693.93,405.59,728.79
2021-07-28,108.2,104.04,179.67,319.27,193.91,128.95,383,79.55,1182.63,322.12,681.2,582.69,121.61,887.36,143.18,395.72,349.67,352.36,130.85,129.37,586.29,202.68,101.54,358.21,294.27,694.52,403.12,727.54
2021-07-29,109.22,104.13,181.14,320.56,196.08,130.7,382.98,78.69,1190.77,319.98,688.98,587.09,122.42,891.79,144.55,407.44,350.72,353.98,131.69,130.04,592.69,201.73,102.32,358.75,305.93,707.09,403.38,726.74
2021-07-30,108.54,104.37,178.06,325.31,194.14,130.2,383.28,78.75,1196.09,318.25,687.57,587.5,121.76,889.92,145.52,405.39,349.39,353.25,132.28,129.88,594.57,200.28,102.19,355.6,307.63,705.26,400.05,698.57
2021-08-02,108.86,104.62,176.66,318.73,193.59,130.22,382.24,79.17,1197.5,318.77,682.81,587.91,121.15,884.96,143.93,397.29,348.13,352.18,131.73,129.43,595.33,199.59,97.18,358.21,313.69,709.07,397.98,697.61
2021-08-03,109.29,105.01,179.75,334.45,195.6,131.5,382.8,77.47,1205.82,324.81,693.33,589.48,122.74,896.15,145.27,402.4,351.65,352.71,132.47,130.8,600.99,200.04,92.61,360.58,314.77,716.25,393.88,706.39
2021-08-04,108.11,103.99,174.31,329.78,194.43,130.24,381.69,77.01,1200.62,324.95,683.4,585.69,121.44,879.7,143.82,394.25,346.71,346.8,131.06,129.5,602.78,200.65,91.8,359.77,310.33,713.13,390.81,701.28
2021-08-05,108.26,104.14,176.63,325.54,197.19,132.07,386.15,77.87,1192.36,327.46,686.88,592.87,121.77,888.99,144.11,391.68,348.21,347.54,131.33,130.33,603.13,202.66,92.42,363.37,312.31,719.47,398.94,706.88
2021-08-06,106.57,104.12,178.32,322.45,201.6,133.89,385.13,78.71,1191.88,325.23,690.26,592.89,123.3,894.53,145.8,396.79,353.6,349.62,130.66,130.46,600.82,202.26,94.74,363.19,308.78,715.1,398.89,702.22
2021-08-09,106.1,103.88,175.69,334.52,201.91,134.48,383.14,80.55,1188.48,328.36,688.22,590.39,123.33,887.32,144.94,397.73,357.69,351.15,131.04,130.6,599.46,202.06,95.08,362.79,312.54,711.66,395.89,701.44
2021-08-10,105.97,104.41,179.11,336.33,204.19,135.47,379.38,81.17,1177.08,328.06,694.95,590.1,124.6,897.07,146.22,411.32,363.02,352.96,131.27,133.74,595.52,200.84,93.89,363.33,312.92,717.28,396.23,704.18
2021-08-11,106.48,104.99,180.32,328.92,206.69,137.11,381.75,80.23,1173.2,322.39,702.38,593.57,125.64,913.36,147.99,420.55,367.34,353.58,131.51,134.81,595.51,200.47,94.65,366.53,312.99,724.67,398.57,704.85
2021-08-12,106.28,104.77,179.53,328.58,206.85,137.06,382.88,78.91,1181.1,325.26,699.23,593.16,125.21,914.7,147.82,418.68,366.59,353.04,131.6,134.44,598.75,201.71,94.5,366.26,316.51,722.36,398.55,703.88
2021-08-13,107.55,104.98,176.98,315.93,204.98,137.08,384.62,76.3,1184.08,326.88,695.69,594.37,124.4,914.12,148.12,418.5,365.47,356.48,132.31,134.76,600.79,202.51,94.41,368.16,313.56,722.38,399,700.56
2021-08-16,105.73,104.88,173.63,308.1,203.94,137.48,383.81,74.75,1197.35,328.1,696.36,594.16,124.94,918.32,147.65,410.95,366.07,357.78,133.17,135.44,603.39,202.69,93.85,370.17,304.23,722.6,396.94,703.65
2021-08-17,103.74,105.09,172.1,301.87,201.45,136.99,383.24,74.03,1205.07,333.09,687.08,590.65,124.21,910.42,146.16,400.04,363.19,357.32,133.09,136.03,596.35,200.9,94.17,370.19,295.04,706.01,393.35,687.14
2021-08-18,101.85,103.96,167.94,299.82,199.16,136.08,379.7,73.81,1189.09,328.09,680.41,582.26,122.88,902.63,144.6,396.19,363.37,352.32,131.34,134.71,584.93,199.49,93.73,368.3,301.36,699.11,390.83,685.33
2021-08-19,101.84,103.6,163.38,293.34,196.88,135.68,381.21,71.96,1197.54,326.94,672.69,582.74,122.22,894.17,143.3,385.35,363.62,353.72,133,134.24,589.26,200.82,91.01,369.3,294.39,692.12,387.32,686.56
2021-08-20,103.47,104.23,163.95,298.79,198.62,136.85,383.68,72.66,1206.02,329.55,675.9,587.76,122.3,895.57,144.46,385.68,369.39,353.07,133.13,135.74,595.97,203.39,91.85,373.85,296.44,701.07,390.97,693.81
2021-08-23,104.52,104.35,170.18,311.05,200.75,137.35,382.98,74.1,1203.23,333.33,683.79,592.56,122.4,901.94,145.49,396.16,369.11,352.67,132.82,135.71,606.93,205.8,91.86,369.28,304.19,704.99,396.72,700.21
2021-08-24,104.74,103.89,173.06,313.24,202.7,137.59,381.62,75.55,1208.47,330.44,689.56,594,123.15,902.59,146.26,402.63,370.98,350.69,131.91,134.74,607.22,206.54,92.24,367.28,306.92,713.52,401.03,704.84
2021-08-25,105.42,103.68,174.55,314.47,205.62,138.31,381.66,74.8,1207.28,329.74,693.81,595.79,123.63,906.2,146.99,400.86,376.23,350.83,131.49,135.02,607.58,206.82,92,368.05,308.05,717.97,403.26,705.32
2021-08-26,104.85,102.78,171.93,312.49,204.59,136.81,381.31,74.86,1201.89,328.05,690.5,591.02,123.08,900.87,145.98,395.56,373.55,348.74,131.35,133.63,604.71,205.49,90.69,366.38,303.33,707.04,399.01,702.24
2021-08-27,106.2,103.37,176.97,319.32,208.03,138.81,385.58,75.7,1206.77,327.61,696.73,598.63,123.73,908.48,147.9,407.35,377.78,351.03,131.67,134.13,612.6,208.03,91.32,366.65,308.61,712.59,404.89,705.91
2021-08-30,105.89,103.67,174.88,319.68,204.16,137.33,388.86,75.9,1215.95,328.77,696,600.5,123.63,902.04,147.58,405.51,378.28,352.08,132.22,134.65,621.58,209.69,90.48,367.28,312.66,711.1,403.38,714.64
2021-08-31,106.44,104.05,173.73,315.59,204,137.82,390.84,75.87,1217.19,328.33,693.3,600.23,123.57,896.89,146.92,402.56,378.45,352.96,132.01,135.95,617.13,208.86,90.5,367.14,313.58,700.65,407.07,718.04
2021-09-01,106.64,103.92,171.61,320.65,202.43,137.66,396.87,76.23,1223.94,327.56,689.59,602.68,122.93,899.07,146.67,401.2,379,354.83,133.33,135.38,616.91,209.56,91.24,371.81,313.01,703.51,408.52,718.22
2021-09-02,106.72,104.63,175.97,323.11,203.01,138.08,398.85,77.57,1237.7,330.83,696.89,604.53,123.37,906.03,147.5,403.14,381.98,355.82,133.47,136.95,620.22,208.67,89.63,374.68,312.42,702.33,409.02,717.08
2021-09-03,106.5,104.33,175.12,316.53,201.87,137.68,398.85,78.49,1237.99,330.37,692.79,604.93,122.09,897.6,146.2,401.92,380.85,355.33,133.3,136.65,623.11,209.66,88.79,371.58,312.22,697.79,406.59,718.86
2021-09-06,106.5,104.33,175.12,316.53,201.87,137.68,398.85,78.49,1237.99,330.37,692.79,604.93,122.09,897.6,146.2,401.92,380.85,355.33,133.3,136.65,623.11,209.66,88.79,371.58,312.22,697.79,406.59,718.86
2021-09-07,106.09,103.3,174.11,314,200.94,136.11,394.56,78.12,1235.08,327.31,681.02,598.03,119.84,891.15,145.45,399.54,373.94,350.67,132.43,135.29,625.31,209.61,88.62,366.7,317.3,688.98,407.22,719.06
2021-09-08,106.74,103.5,171.96,305.27,199.54,136.62,396.1,76.48,1234.55,325.8,680.24,599.28,120.17,889.22,144.19,389.79,373.44,353.73,133.34,135.09,618.68,208.77,90.75,372.96,316.97,680.71,406.51,722.15
2021-09-09,106.7,102.4,172.06,307.89,200.3,136.63,388.14,77.68,1227.2,321.38,678.44,597.76,119.77,878.62,144.56,391.5,369.69,350.51,132.48,134.64,617.13,208.14,89.27,370.67,316.75,691.52,406.89,718.17
2021-09-10,104.98,101.9,171.93,301.41,198.64,135.7,382.65,77.7,1212.69,319.43,674.55,592.87,119.13,875.27,144.24,393.51,368.68,349.93,132.28,132.56,609.03,206.53,87.34,365.26,311.45,692.01,404.37,715.46
2021-09-13,105.32,102.74,177.08,308.92,201.29,136.96,385.28,77.49,1206.61,316.3,675.1,592.46,120.13,879.06,144.7,391.51,367.04,350.82,133.23,132.54,611.86,206.07,87.81,364.81,315.17,687,407.71,714.58
2021-09-14,105.09,101.41,174.15,306.53,197.87,135.26,383.63,76.36,1207.68,314.27,667.77,588.85,118.39,867.47,143.18,385.08,363.46,347.6,132.89,131.09,608.25,206.27,86.84,363.12,315.08,679.34,399.53,712.51
2021-09-15,105.1,101.73,180.96,305.3,200.37,136.26,384.92,77.1,1215.5,316.34,676.24,592.85,119.29,875.38,144.51,395.63,366,350.59,132.29,132.09,611.68,208.23,87.98,362.76,320.62,679.29,401.85,717.61
2021-09-16,104.86,101.84,178.96,304.29,199.89,135.7,385.46,78.17,1214.82,315.78,669.72,593.95,118.68,876.69,143.79,382.14,362.6,349.32,131.4,132.18,611.49,208.56,87.97,359.53,319.89,680.05,402.33,723.28
2021-09-17,106.06,101.58,177.4,313.03,199.4,134.78,382.18,79.56,1221.82,315.54,663.67,588.16,118.07,866.44,141.3,372.58,356.21,346.34,131.28,131.87,601.96,205.84,87,354.31,320.19,677.35,401.29,719.46
2021-09-20,103.2,100.68,172.05,296.95,193.67,132.35,380.15,78.63,1204.97,312.34,654.11,581.4,117.24,858.33,138.61,359.02,353.92,343.3,129.89,129.96,588.42,202.17,86.14,353.26,308.42,665.12,394.74,702.49
2021-09-21,103.3,99.95,172.66,298.88,193.61,132.04,380.35,79.9,1206.46,314.08,648.8,580.22,116.26,856.66,138.72,356.69,351.05,342.18,130.09,130.05,588.99,202.69,85.04,352.48,310.96,663.38,390.38,702.56
2021-09-22,103.52,100.38,178.01,306.7,197.13,133.65,384.08,79.82,1210.73,313.77,659.19,588.18,116.95,852.36,140.01,362.53,354.82,343.41,130.59,130.17,599.75,204.11,85.7,352.43,316.85,670.13,396.34,709.51
2021-09-23,104.69,100.8,184.2,309.07,203.14,134.94,383.11,81.09,1217.46,317.54,670.29,597,118.91,864.57,142.35,367.25,359.59,344.81,131.1,130.96,606.96,206.55,86.28,351,320.63,676.25,402.78,714.7
2021-09-24,105.35,100.44,185.58,300.18,204.41,135.35,378.89,80.68,1213.03,314.7,669.62,596.72,118.82,871.59,142.23,366.8,357.7,344.22,130.64,131.17,606.63,207.4,86.1,350.37,326.68,661.74,404.51,717.5
2021-09-27,106.33,100.52,192.57,310.99,208.37,136.36,374.11,81.48,1196.28,311.74,672.91,592.51,119.41,873.73,143.1,376.66,359.12,344.02,129.45,131.36,602.87,204.94,87.03,346.66,333.54,662.66,406.86,717.27
2021-09-28,104.99,99.76,193.09,300.77,205.17,134.18,371.48,79.7,1170.34,306.63,663.7,576.83,118.29,866.19,140.67,374.7,355.43,339.25,128.5,130.25,585.49,198.04,85.46,342.46,329.07,649.71,399.13,700.09
2021-09-29,104.44,100.42,192.94,291.35,205.18,134.91,373.13,79.7,1174.86,308.81,664.39,578.19,118.5,862.19,140.5,368.03,355.79,342.46,129.57,130.93,583.29,197.46,85.88,346.62,329.72,651.3,397.65,701.52
2021-09-30,104.44,99.51,190.49,296.99,201.8,133.2,367.36,79.31,1159,307.33,650.54,572.86,116.24,846.07,138.22,363.15,349.72,335.53,127.33,128.52,580.07,196.77,84.93,343.69,326.55,637.57,393.64,688.46
2021-10-01,105.01,100.09,196.42,302.97,205.43,135.03,372.31,79.32,1161.94,306.97,659.69,580.52,117.62,862.26,140.7,365.99,352.43,338.36,127.81,127.56,583.85,200.54,85.79,343.85,327.73,644.06,404.74,689.16
2021-10-04,104.92,100.16,199.92,286.56,204.25,133.82,371.9,79.32,1140.1,303.17,655.31,568.93,116.92,859.53,139.91,365.45,352.8,337.95,127.07,127.06,569.88,195.11,83.56,348.5,330.21,640.86,400.56,675.47
2021-10-05,105.69,100.45,201.01,289.45,207.63,136.33,369.49,79.32,1148.49,304.05,661.04,576.83,118.35,873.31,141.82,364.41,357.27,339.38,127.58,127.38,578.42,198.17,84.81,348.05,330.53,644.71,401.87,680.35
2021-10-06,104.77,100.12,198.27,292.69,207.55,136.91,373.11,79.32,1151.43,301.62,662,578.63,118.93,880,141.25,361.72,357.1,342.67,128.89,127.66,580.29,200.09,85.61,353.08,329.95,644.41,402.85,684.3
2021-10-07,106,99.46,200.22,303.03,208.88,138.04,374.26,79.32,1166.38,305.25,669.95,587.21,119.87,877.61,142.71,371.73,359.7,343.37,129.77,129.14,586.88,201.83,86.02,351.77,336.93,657.08,406.34,694.53
2021-10-08,105.25,97.61,205.83,303.23,210.01,138.9,370.97,79.32,1160.18,303.1,667.01,581.88,119.99,883.61,142.03,368.98,355.94,342.85,129.13,129.28,583.87,201.41,85,349.35,336.2,652.74,400.92,691.05
2021-10-11,103.48,95.48,205.11,314.89,207.49,138.72,371.79,79.32,1148.48,302.04,662.05,573.94,118.81,876.87,141.8,371.97,356.69,342.8,129.24,129.08,581.69,199.83,84.1,344.68,337.1,646.51,395.93,685.13
2021-10-12,101.97,94.08,205.01,332.12,207.21,138.63,376.7,79.32,1147.04,300.6,659.84,576.86,117.96,877.31,142.31,372.36,356.66,343.72,129.08,129.05,575.86,199.79,83.86,347.04,342.8,651.62,396.81,686.34
2021-10-13,102.33,94.08,204.97,343.77,205.88,138.51,379.25,79.32,1146.53,301.73,660.34,579.45,118.02,878.47,143.2,377.83,356.66,345.37,129.59,128.15,576.9,202.15,84.63,351.14,343.7,657.77,396.19,692.13
2021-10-14,103.83,95.33,207.54,340.69,209.47,140.87,383.71,79.32,1167.43,304.46,671.34,591.45,119.66,898.52,146.63,386.75,360.75,349.14,131.01,130.11,591.41,205.89,87.1,355.33,347.25,668.04,400.96,699.87
2021-10-15,103.66,95.29,208.62,336.41,213.04,141.09,383.6,79.32,1174.46,304.27,676.77,594.51,120.86,910.44,147.26,392.67,357.14,347.65,131.21,129.89,594.58,206.73,89.84,354.61,354.63,667.55,401.27,714.34
2021-10-18,102.17,94.79,209.16,345.06,213.65,140.02,384.13,79.32,1167.1,301.35,677.56,596.85,120.41,913.16,147.37,393.76,356.55,345.24,129.6,130.05,600.01,208.91,91.22,351.12,361.18,675.71,399.23,724.18
2021-10-19,102.95,95.76,211.08,357.53,215.45,141.86,384.59,79.32,1181.96,305.51,682.61,601.34,121.14,912.35,147.88,393.73,356.79,346.03,128.14,131.49,607.22,210.38,92.84,355.42,359.35,673.05,399.22,724.32
2021-10-20,102.74,97.74,212.79,348.3,217.69,143.6,390.19,79.32,1202.88,307.15,686.32,599.86,122.12,921.1,148.84,398.65,362.85,348.82,128.25,132.26,608.2,209.15,93.34,360.67,361.44,676.77,397.61,722.73
2021-10-21,103.81,96.91,208.94,352.2,216.66,143.96,391.03,79.32,1211.58,307.81,687.15,604.19,121.71,932.27,149.12,393.48,362.86,346.7,128.04,132.85,612.34,210.2,93.06,360.65,370.69,687.3,397.77,731.01
2021-10-22,103.01,96.28,210.89,345.25,219.59,145.04,392.74,79.32,1217.73,307.62,686.51,605.92,121.66,942.7,149.1,394.52,362.77,348.09,129.67,133.83,607.23,207.68,94.03,362.36,373.26,686.3,394.98,722.01
2021-10-25,103.56,96.07,214.29,357.27,219.47,145.05,394.14,79.32,1214.18,309.42,688.55,608.65,122.18,947.71,150.11,408.14,358.48,346.96,129.51,134.42,609.7,208.41,95.91,361.25,406.42,691.48,395.95,725.11
2021-10-26,103.26,96.03,215.25,350.56,219.47,144.48,395.06,79.32,1218.34,311.03,676.5,608.64,122.6,960.84,150.76,404.85,358.06,348.22,130.97,133.1,613.35,207.74,95.95,362.97,403.16,687.89,395.73,728.46
2021-10-27,101.46,94.98,208.88,378.05,214.5,142.38,391.81,79.32,1209.91,307.3,668.89,593.51,120.85,948.47,148.57,393.25,354.8,346.66,129.57,131.62,608.93,208.64,93.99,360.55,406.33,681.65,392.5,728.67
2021-10-28,102.24,95.41,210.17,397.22,217.53,144.21,397.17,79.32,1218.26,312.15,677.37,602.83,122.01,962.06,150.26,396.74,359.74,348.56,130.67,132.37,621.23,209.49,94.21,363.25,422.31,692.95,393,735.81
2021-10-29,99.7,94.53,208.65,408.29,217.03,142.57,392.88,79.32,1228.69,314.32,676.93,604.58,121.33,961.02,149.6,395.59,357.07,347.22,130.7,133.15,618.1,212.13,94.93,361.17,433.41,699.03,388.72,729.88
2021-11-01,100.69,94.85,212.26,424.61,218.88,142.43,395.02,79.32,1230.41,315.7,683.94,605.22,121.49,961.85,150.71,396.7,358.61,347.72,130.75,134.2,621.74,210.93,94.9,363.09,462.94,704.95,397.03,724.73
2021-11-02,93.86,94.56,210.17,418.62,219.39,142.67,396.36,79.32,1229.32,319.79,687.32,598.57,122.33,971.36,152.88,399.39,360.51,348.72,132.42,134.64,629.57,211.54,95.13,362.86,452.62,702.89,395.42,726.22
2021-11-03,97.55,95.73,208.56,416.86,221.19,143.28,397.97,79.32,1240.57,321.97,684.28,598.18,122.54,977.62,154.71,401.95,367.09,352.32,133.19,136.71,635.86,212.44,96.29,362.13,466.32,716.28,397.72,738.69
2021-11-04,94.33,94.66,208.65,418.18,217.79,141.05,394.3,79.32,1233.9,319.39,689.39,601.55,122.16,973.5,154.88,399.69,362.55,351.55,133.15,137.27,649.15,214.28,96.65,359.93,473.05,723.55,396.06,752.33
2021-11-05,96.1,95.51,211.96,409.38,218.18,141.91,396.61,79.32,1224.05,315.6,699.54,601.06,123.13,977.16,156.35,404.17,365.72,354.45,134.18,137.6,653.27,214.78,95.72,363.42,471.78,723.87,408.3,755.09
2021-11-08,95.21,95.28,213.93,420.87,219.15,142.38,395.85,79.32,1235.34,315.34,703.42,601.96,123.23,982.06,157.3,417.8,365.86,351.06,133.64,136.35,657.54,215.92,97.23,358.81,458.55,717.06,406.85,750.14
2021-11-09,95.11,94.93,214.7,415.4,218.02,141.64,396.49,79.32,1229.12,313.37,703.94,599.71,123.23,981.13,157.65,414.88,367.17,353.12,133.94,136.21,658.09,215.11,97.47,360.22,418.77,726.58,404.39,761.04
2021-11-10,94.83,95.34,207.95,403.43,217.06,141.53,394.41,79.32,1224.52,314.02,699.24,595.58,122.59,975.75,156.85,406.19,366.33,354,134.77,135.71,643.21,211.19,95.47,362.67,428.87,711.82,401.2,747.86
2021-11-11,93.48,95.16,208.9,429.24,218.33,141.97,395.38,79.32,1221.65,313.88,699.01,594.12,121.58,976.75,157.62,421.15,368.82,353.42,134.4,135.93,649.62,211.53,96.54,361.05,430.89,713.44,393.22,747.82
2021-11-12,94.01,95.04,208.2,430.58,218.44,142.28,395.14,79.32,1227.9,314.54,704.56,598.93,122.53,979.15,158.98,423.95,371.31,353.54,134.67,135.42,655.94,215.5,98.36,360.58,423.44,722.32,391.82,757.14
2021-11-15,93.25,94.97,209.72,424.6,218.38,142.22,397.4,79.32,1217.48,312.8,706.14,602.79,122.1,977.83,157.99,419.68,373.41,355.49,135.48,134.82,655.3,215.38,97.56,365.19,418.95,721.09,391.68,761.24
